index,name,constellation,right_ascension,declination,apparent_magnitude,absolute_magnitude,distance_light_year,spectral_class
37,HD 145976,Corona Borealis,16.212619444444442,26.67066666666667,6.48,2.16,238.0,F3V
38,HD 145457,Corona Borealis,16.16775277777778,26.74275,6.57,1.06,411.0,K0III
0,γ Crv,Corvus,12.26346388888889,-17.541972222222224,2.58,-0.94,165.0,B8III
1,β Crv,Corvus,12.573119444444444,-23.39661111111111,2.65,-0.51,140.0,G5II
2,δ Crv,Corvus,12.49777222222222,-16.515083333333333,2.94,0.79,88.0,B9.5V
3,ε Crv,Corvus,12.168758333333333,-22.619805555555555,3.02,-1.82,303.0,K2III
4,α Crv,Corvus,12.140208333333334,-24.728777777777776,4.02,3.17,48.0,F0IV/V
5,η Crv,Corvus,12.534577777777777,-16.19586111111111,4.3,3.0,59.0,F2V
6,HD 107418,Corvus,12.348811111111111,-13.565750000000001,5.15,1.24,201.0,K0III
7,VV Crv,Corvus,12.687783333333334,-13.013916666666667,5.17,0.51,278.0,F3IV
8,ζ Crv,Corvus,12.342697222222222,-22.215833333333332,5.2,-0.16,385.0,B8V
9,31 Crt,Corvus,12.01421388888889,-19.659,5.28,-3.37,1753.0,B2IV
10,3 Crv,Corvus,12.184411111111112,-23.60236111111111,5.45,1.7,183.0,A1V
11,HD 109272,Corvus,12.559519444444446,-12.830333333333334,5.58,2.15,158.0,G8III/IV
12,HD 108821,Corvus,12.50485,-23.696416666666668,5.63,-1.57,898.0,M0III
13,6 Crv,Corvus,12.389333333333333,-24.84061111111111,5.66,0.73,316.0,K1III
14,HD 109141,Corvus,12.543358333333334,-13.858972222222222,5.74,2.9,120.0,F3IV/V
15,HD 106485,Corvus,12.249883333333333,-20.84422222222222,5.82,0.65,353.0,K0IIICN...
16,HD 107295,Corvus,12.336341666666668,-22.17563888888889,5.94,0.13,474.0,K0III+...
17,HD 109931,Corvus,12.645747222222221,-18.250166666666665,6.0,2.03,203.0,F0V
18,HD 110385,Corvus,12.697086111111112,-19.759138888888888,6.02,1.91,216.0,F2V
19,HD 106819,Corvus,12.284266666666667,-16.69375,6.05,-0.04,540.0,A2V
20,HD 112304,Corvus,12.931458333333333,-15.327027777777777,6.18,-0.38,669.0,A0V
21,TU Crv,Corvus,12.599658333333334,-20.52736111111111,6.2,1.77,251.0,F0III
22,HD 109238,Corvus,12.556186111111112,-19.792472222222223,6.26,0.65,432.0,F0IV/V
23,HD 104307,Corvus,12.011730555555555,-21.83747222222222,6.28,0.22,532.0,K2III
24,HD 108477,Corvus,12.46373611111111,-16.63186111111111,6.3,-1.67,1278.0,G5II
25,HD 108799,Corvus,12.501369444444444,-13.393055555555556,6.37,4.38,81.0,G1/G2V
26,HD 109132,Corvus,12.542469444444444,-21.212,6.41,0.86,419.0,K0III
27,TT Crv,Corvus,12.388583333333333,-11.812083333333334,6.48,-0.68,881.0,M3III
29,HD 111031,Corvus,12.775236111111113,-11.812444444444445,6.88,4.45,99.0,G5V
31,HD 104067,Corvus,11.986113888888887,-20.35377777777778,7.93,6.34,68.0,K2V
0,δ Crt,Crater,11.322366666666666,-14.779055555555557,3.56,-0.32,195.0,K0III
1,γ Crt,Crater,11.414716666666667,-17.68402777777778,4.06,2.01,84.0,A9V
2,α Crt,Crater,10.996319444444444,-18.299111111111113,4.08,0.44,174.0,K1III
3,β Crt,Crater,11.194302777777779,-22.82561111111111,4.46,-0.1,266.0,A1V
4,θ Crt,Crater,11.611374999999999,-9.80225,4.7,-0.15,305.0,B9.5Vn
5,ζ Crt,Crater,11.746044444444443,-18.350611111111114,4.71,-0.45,350.0,G8III
6,ε Crt,Crater,11.410169444444445,-10.859388888888889,4.81,-0.43,364.0,K5III
7,λ Crt,Crater,11.389463888888889,-18.779888888888888,5.08,1.87,143.0,F3IV
8,η Crt,Crater,11.933605555555555,-17.150805555555554,5.17,0.46,285.0,A0V
9,ι Crt,Crater,11.644433333333334,-13.20225,5.48,3.32,88.0,F7V
10,HD 95808,Crater,11.054147222222223,-11.303222222222223,5.51,0.56,318.0,G7III...
11,HD 94481,Crater,10.90493888888889,-13.758055555555556,5.65,0.16,409.0,K0III + (G)
12,HD 99922,Crater,11.494069444444444,-24.464055555555554,5.77,0.31,403.0,A0V
13,HD 95314,Crater,11.00325,-14.083305555555555,5.86,0.2,442.0,K5III
14,HD 95234,Crater,10.991930555555555,-16.353694444444447,5.88,-1.92,1185.0,M1III
15,κ Crt,Crater,11.45266111111111,-12.356805555555555,5.93,1.8,219.0,F4III-IV
16,HD 100343,Crater,11.54653888888889,-7.827527777777777,5.94,-0.29,575.0,K4III
17,HD 100418,Crater,11.554113888888889,-16.280277777777776,6.05,0.6,400.0,F8/G0Ib/II
18,HD 96220,Crater,11.092772222222223,-11.088722222222223,6.09,2.05,209.0,F0Vn
19,ψ Crt,Crater,11.208438888888889,-18.499805555555557,6.11,0.28,479.0,A0V
20,HD 98088,Crater,11.28282777777778,-7.1346944444444444,6.11,0.56,421.0,A2p...
21,HD 102845,Crater,11.838777777777779,-15.863694444444445,6.13,-0.44,672.0,G8II/III
22,VX Crt,Crater,11.663986111111111,-16.62022222222222,6.17,-1.29,1012.0,M3II/III
23,HD 101369,Crater,11.664205555555556,-14.4685,6.21,-0.1,597.0,A0V
24,HD 101695,Crater,11.700980555555555,-20.294027777777778,6.21,1.93,234.0,G8IV
25,HD 100219,Crater,11.529897222222223,-20.776555555555554,6.24,3.26,129.0,F7V
26,HD 102574,Crater,11.806541666666668,-10.312833333333334,6.24,3.09,139.0,F7V
27,HD 94386,Crater,10.89246111111111,-15.445694444444445,6.34,1.91,251.0,K2III
28,HD 95870,Crater,11.060147222222223,-13.434916666666666,6.34,0.21,549.0,G8III
29,HD 102990,Crater,11.856122222222222,-12.187916666666666,6.34,3.08,147.0,F1III-IV
30,HD 95441,Crater,11.015927777777778,-15.792583333333333,6.35,0.13,572.0,K0III
31,HD 97428,Crater,11.209663888888889,-21.749361111111114,6.39,-0.22,685.0,K3III
32,HD 101259,Crater,11.650116666666667,-24.720499999999998,6.4,2.34,211.0,G6/G8V
35,HD 96167,Crater,11.087519444444444,-10.2913,8.08,3.46,273.0,G5
42,BD-10°3166,Crater,10.97466111111111,-18.32488888888889,10.08,5.96,218.0,G4V
1,γ Cyg,Cygnus,20.370472222222222,40.25669444444444,2.23,-6.12,1523.0,F8Ib
2,ε Cyg,Cygnus,20.770119444444443,33.96944444444445,2.48,0.76,72.0,K0III
3,δ Cyg,Cygnus,19.749566666666666,45.130694444444444,2.86,-0.74,171.0,B9.5III
4,Albireo A,Cygnus,19.512025,27.959694444444445,3.05,-2.31,385.0,K3II+...
5,ζ Cyg,Cygnus,21.215605555555555,30.227083333333333,3.21,-0.12,151.0,G8II SB
6,ξ Cyg,Cygnus,21.082183333333333,43.927861111111106,3.72,-4.07,1177.0,K5Ibv SB
7,τ Cyg,Cygnus,21.24648611111111,38.044333333333334,3.74,2.14,68.0,F1IV
8,ι Cyg,Cygnus,19.495094444444444,51.72947222222223,3.76,0.89,122.0,A5Vn
9,κ Cyg,Cygnus,19.285030555555558,53.36816666666667,3.8,0.91,123.0,K0III
10,ο1 Cyg,Cygnus,20.227194444444443,46.74133333333334,3.8,-4.29,1353.0,K2II+...
11,η Cyg,Cygnus,19.938444444444446,35.0835,3.89,0.74,139.0,K0IIIvar
12,ν Cyg,Cygnus,20.952891666666666,41.16719444444444,3.94,-1.25,356.0,A1Vn
13,ο2 Cyg,Cygnus,20.257866666666665,47.714194444444445,3.96,-3.7,1109.0,K3Ib-II comp
14,ρ Cyg,Cygnus,21.56635277777778,45.59205555555556,3.98,1.07,124.0,G8III
15,41 Cyg,Cygnus,20.489925,30.368555555555556,4.01,-2.82,758.0,F5II
16,52 Cyg,Cygnus,20.761044444444444,30.719666666666665,4.22,0.22,206.0,K0III
17,σ Cyg,Cygnus,21.29026388888889,39.39469444444445,4.22,-6.49,4528.0,B9Iab
18,π2 Cyg,Cygnus,21.779891666666664,49.30958333333333,4.23,-3.52,1156.0,B3III
19,33 Cyg,Cygnus,20.223277777777778,56.567527777777784,4.28,0.93,152.0,A3IV-Vn
20,υ Cyg,Cygnus,21.298630555555558,34.89688888888889,4.41,-2.8,901.0,B2Vne
21,39 Cyg,Cygnus,20.397666666666666,32.190194444444444,4.43,-0.04,255.0,K3III
22,θ Cyg,Cygnus,19.607372222222224,50.22047222222223,4.49,3.14,61.0,F4V
23,λ Cyg,Cygnus,20.790147222222224,36.49075,4.53,-2.62,879.0,B6IV
24,63 Cyg,Cygnus,21.110025,47.64841666666667,4.56,-2.83,982.0,K4II
25,47 Cyg A,Cygnus,20.56505277777778,35.250861111111114,4.61,-2.66,929.0,K2Ib comp
26,φ Cyg,Cygnus,19.656277777777778,30.153222222222222,4.68,0.25,251.0,G8III-IV...
27,π1 Cyg,Cygnus,21.70157222222222,51.18963888888889,4.69,-3.87,1680.0,B3IV
28,μ1 Cyg,Cygnus,21.735719444444445,28.742611111111113,4.69,2.94,73.0,F6V
29,8 Cyg,Cygnus,19.529533333333333,34.45297222222222,4.74,-1.68,627.0,B3IV
30,59 Cyg,Cygnus,20.997097222222223,47.520944444444446,4.74,-2.95,1124.0,B1ne
31,P Cyg,Cygnus,20.296444444444447,38.032944444444446,4.77,-6.65,6269.0,B2pe
32,30 Cyg,Cygnus,20.221677777777778,46.815666666666665,4.8,-1.91,716.0,A5IIIn
33,57 Cyg,Cygnus,20.887430555555554,44.387277777777776,4.8,-1.13,501.0,B5V
34,55 Cyg,Cygnus,20.81563611111111,46.11413888888889,4.81,-4.38,2248.0,B3Ia
35,72 Cyg,Cygnus,21.57957777777778,38.533833333333334,4.87,0.4,255.0,K1III
36,15 Cyg,Cygnus,19.737930555555558,37.35427777777778,4.89,0.23,279.0,G8III
37,ψ Cyg,Cygnus,19.927172222222225,52.439027777777774,4.91,0.18,288.0,A4Vn
38,28 Cyg,Cygnus,20.157116666666667,36.83958333333334,4.93,-2.18,860.0,B2.5V
39,29 Cyg,Cygnus,20.242216666666668,36.80613888888889,4.93,1.86,134.0,A2V
40,T Cyg,Cygnus,20.786311111111115,34.37411111111111,4.93,-0.51,399.0,K3IIIvar
41,ω1 Cyg,Cygnus,20.500980555555557,48.95155555555556,4.94,-2.19,869.0,B2.5IV
42,22 Cyg,Cygnus,19.931044444444446,38.486694444444446,4.95,-2.89,1203.0,B5IV
43,HD 189276,Cygnus,19.93205277777778,58.84602777777778,4.98,-2.27,918.0,K5II-III
44,2 Cyg,Cygnus,19.402102777777777,29.621305555555555,4.99,-1.89,774.0,B3IV
45,17 Cyg,Cygnus,19.77377222222222,33.72869444444444,5.0,3.4,68.0,F5
46,20 Cyg,Cygnus,19.84381388888889,52.988166666666665,5.03,1.18,192.0,K3IIIvar
48,74 Cyg,Cygnus,21.615827777777778,40.4135,5.04,1.03,206.0,A5V
49,26 Cyg,Cygnus,20.022652777777775,50.10466666666667,5.06,-0.54,429.0,K1II-III
50,56 Cyg,Cygnus,20.834674999999997,44.058972222222216,5.06,1.93,138.0,A4me...
51,75 Cyg,Cygnus,21.66973888888889,43.273805555555555,5.09,-0.38,404.0,M1IIIvar
52,Albireo B,Cygnus,19.51261111111111,27.96527777777778,5.12,-0.19,376.0,B8V
53,23 Cyg,Cygnus,19.888158333333333,57.523472222222225,5.14,-1.32,638.0,B5V
54,35 Cyg,Cygnus,20.31085277777778,34.98277777777778,5.14,-3.8,2000.0,F5Ib
55,25 Cyg,Cygnus,19.99866666666667,37.04288888888889,5.15,-3.27,1575.0,B3IV
56,4 Cyg,Cygnus,19.435866666666666,36.317861111111114,5.17,-1.34,653.0,B9sp...
57,19 Cyg,Cygnus,19.842775,38.722166666666666,5.18,-1.29,642.0,M2IIIa
58,61 Cyg A,Cygnus,21.114122222222225,38.7415,5.2,7.49,11.0,K5V
59,71 Cyg,Cygnus,21.490808333333334,46.54033333333333,5.22,1.04,224.0,K0III
60,70 Cyg,Cygnus,21.455933333333334,37.11680555555556,5.3,-3.38,1772.0,B3V
61,27 Cyg,Cygnus,20.106091666666668,35.97352777777778,5.38,3.46,79.0,K0IV
62,60 Cyg,Cygnus,21.0197,46.15577777777778,5.38,-2.73,1364.0,B1V
63,9 Cyg,Cygnus,19.58081111111111,29.462916666666665,5.39,-0.7,538.0,A0V+...
64,14 Cyg,Cygnus,19.657352777777778,42.818222222222225,5.41,-1.2,685.0,B9III
65,51 Cyg,Cygnus,20.703508333333332,50.34002777777778,5.41,-1.85,924.0,B2V
66,49 Cyg,Cygnus,20.684055555555556,32.30777777777777,5.51,-1.45,805.0,G8IIb
67,ω2 Cyg,Cygnus,20.52189350833333,49.220296000000005,5.53,-0.03,399.0,M2III
68,49 Cyg,Cygnus,20.68403888888889,32.30730555555555,5.53,-1.43,805.0,G8IIb
69,V1942 Cyg,Cygnus,22.04907777777778,44.64994444444444,5.57,-0.48,529.0,A0IV
70,36 Cyg,Cygnus,20.30795277777778,36.99975,5.58,1.7,195.0,A2V
71,V389 Cyg,Cygnus,21.144130555555556,30.205694444444443,5.6,-0.07,444.0,B9V
72,V1768 Cyg,Cygnus,20.076716666666666,32.218611111111116,5.62,-7.48,13583.0,B1.5Ia comp
73,40 Cyg,Cygnus,20.459519444444442,38.440527777777774,5.63,1.04,270.0,A3V
74,V380 Cyg,Cygnus,19.843702777777775,40.59977777777778,5.68,-3.8,2567.0,B1III
75,V2140 Cyg,Cygnus,20.93050277777778,47.41766666666666,5.68,-6.6,9314.0,B8Ia
76,79 Cyg,Cygnus,21.72378611111111,38.28361111111111,5.69,1.08,272.0,A0V
77,7 Cyg,Cygnus,19.457213888888887,52.3205,5.73,0.51,361.0,A1V
78,Gl 777,Cygnus,20.06026388888889,29.898083333333332,5.73,4.72,52.0,G6IV+...
79,43 Cyg,Cygnus,20.45061388888889,49.38322222222222,5.73,2.85,123.0,F0V:
80,77 Cyg,Cygnus,21.70637222222222,41.07702777777778,5.73,0.44,372.0,A0V
81,DT Cyg,Cygnus,21.108400000000003,31.18466666666667,5.77,-3.05,1895.0,F7.5Ib-IIv
82,V2015 Cyg,Cygnus,20.565233333333335,46.693861111111104,5.78,-0.06,481.0,B9sp...
83,V2119 Cyg,Cygnus,20.395658333333333,37.476444444444446,5.87,-1.32,893.0,B2Vne
84,V1762 Cyg,Cygnus,19.14052222222222,52.42586111111111,5.88,1.65,229.0,K1IV
85,V1143 Cyg,Cygnus,19.64476388888889,54.97338888888889,5.89,2.89,130.0,F6Vasv
86,V1334 Cyg,Cygnus,21.32282777777778,38.23747222222222,5.89,-4.27,3505.0,F2Ib
87,42 Cyg,Cygnus,20.488997222222224,36.45472222222222,5.9,-2.67,1689.0,A1Ib
88,69 Cyg,Cygnus,21.429727777777778,36.66741666666666,5.93,-3.71,2763.0,B0Ib
89,W Cyg,Cygnus,21.60067777777778,45.374583333333334,5.96,-0.43,617.0,M4IIIe-M6e
90,V460 Cyg,Cygnus,21.7003,35.510194444444444,5.98,-2.96,2000.0,C6.3
91,16 Cyg A,Cygnus,19.696969444444445,50.525444444444446,5.99,4.32,70.0,G2V
92,V1743 Cyg,Cygnus,19.561555555555557,49.26233333333333,6.0,-2.26,1462.0,M4.5III
93,11 Cyg,Cygnus,19.59675,36.94455555555555,6.03,-0.74,738.0,B8Vn
94,61 Cyg B,Cygnus,21.114497222222223,38.73441666666667,6.05,8.33,11.0,K7V
95,V2130 Cyg,Cygnus,20.659252777777777,40.57966666666667,6.07,-1.13,898.0,B6IIIp Mn
96,76 Cyg,Cygnus,21.692852777777777,40.80533333333333,6.07,0.34,455.0,A2V
97,V1339 Cyg,Cygnus,21.702319444444445,45.76575,6.11,-0.47,676.0,M4.5
99,V2093 Cyg,Cygnus,19.846352777777778,37.82630555555556,6.13,-3.96,3396.0,M3III
100,V2100 Cyg,Cygnus,19.987594444444447,52.05569444444444,6.14,-0.72,769.0,B5III
101,V1981 Cyg,Cygnus,21.040055555555558,44.791,6.18,-1.71,1235.0,M3Ib-II:
102,CP Cyg,Cygnus,21.62441111111111,44.69661111111111,6.19,-0.35,661.0,A7III
103,V1619 Cyg,Cygnus,21.851380555555558,39.53663888888889,6.2,-1.39,1072.0,B9p HgMn
104,44 Cyg,Cygnus,20.51645277777778,36.93586111111111,6.21,-2.22,1583.0,F5Iab
105,16 Cyg,Cygnus,19.697805555555554,50.517916666666665,6.25,4.6,70.0,G5V
106,V819 Cyg,Cygnus,19.883680555555554,47.80775,6.3,-3.53,3019.0,B0.5IIIn
107,48 Cyg,Cygnus,20.62549166666667,31.57252777777778,6.32,-0.58,784.0,B8IIIn
108,V2136 Cyg,Cygnus,20.831844444444446,46.66133333333333,6.33,-0.92,918.0,B4V
109,V973 Cyg,Cygnus,19.746969444444446,40.716861111111115,6.36,-0.86,906.0,M3III
110,V1817 Cyg,Cygnus,19.520433333333333,55.73188888888889,6.37,-1.17,1052.0,K2II-IIIcomp
111,V2090 Cyg,Cygnus,19.74393611111111,34.41416666666667,6.39,-0.64,830.0,M1III
113,V1351 Cyg,Cygnus,19.70114722222222,55.46330555555556,6.42,-0.44,767.0,M5IIIa
114,V1765 Cyg,Cygnus,19.814055555555555,33.437305555555554,6.42,-2.74,2218.0,B0.5Ibvar
115,V1773 Cyg,Cygnus,20.313797222222224,46.32222222222222,6.46,-3.09,2650.0,B2V
116,HD 203857,Cygnus,21.396774999999998,37.3515,6.46,-0.79,921.0,K5
117,X Cyg,Cygnus,20.723388888888888,35.587805555555555,6.48,-2.68,2218.0,G8Ib
119,V1584 Cyg,Cygnus,20.332233333333335,46.83730555555556,6.49,-1.38,1221.0,B9p Si
120,HD 185269,Cygnus,19.61992777777778,28.499861111111112,6.67,3.29,155.0,G0IV
123,WR 136,Cygnus,20.201816666666666,38.35494444444445,7.48,-3.57,5279.0,WN6
124,KELT-9,Cygnus,20.52398611111111,39.93883333333333,7.56,1.18,615.0,A0
125,HD 187123,Cygnus,19.78280833333333,34.41952777777777,7.86,4.46,163.0,G5
126,χ Cyg,Cygnus,19.84276111111111,32.914138888888886,7.91,2.78,346.0,"S7,1e:"
129,RT Cyg,Cygnus,19.727194444444443,48.777499999999996,8.45,-1.85,3749.0,M3e
131,U Cyg,Cygnus,20.326777777777778,47.89388888888889,8.77,-1.0,2938.0,R....
135,HAT-P-11,Cygnus,19.847291666666667,48.08086111111111,9.59,6.69,123.0,K4
149,KIC 8462852,Cygnus,20.104305555555555,44.456836111111116,11.71,3.74,1277.0,F3V
169,Kepler-6,Cygnus,19.789150000000003,48.23997222222222,13.8,4.4,2522.0,G4
170,Kepler-5,Cygnus,19.960466666666665,50.03505555555555,13.9,3.3,4167.0,F8
0,β Del,Delphinus,20.62579722222222,14.595194444444445,3.64,1.26,97.0,F5IV
1,α Del,Delphinus,20.660625,15.912055555555556,3.77,-0.57,241.0,B9V
2,ε Del,Delphinus,20.553544444444444,11.303333333333335,4.03,-1.18,359.0,B6III
3,γ2 Del,Delphinus,20.777644444444444,16.12477777777778,4.27,1.81,101.0,K1IV
4,δ Del,Delphinus,20.724319444444443,15.074694444444445,4.43,0.45,203.0,A7IIIp d Del
5,ζ Del,Delphinus,20.588475,14.674194444444444,4.64,0.43,227.0,A3V
6,ρ Aql,Delphinus,20.237941666666668,15.197472222222222,4.94,1.58,153.0,A2V
7,κ Del,Delphinus,20.65210833333333,10.08613888888889,5.07,2.68,98.0,G5IV+...
8,γ1 Del,Delphinus,20.77746388888889,16.12461111111111,5.15,2.65,103.0,A2Ia+...
9,17 Del,Delphinus,20.926855555555555,13.721555555555556,5.19,-0.62,474.0,K0III
10,η Del,Delphinus,20.565833333333334,13.027194444444445,5.39,1.77,173.0,A3IVs
11,ι Del,Delphinus,20.630305555555555,11.377694444444446,5.42,1.74,177.0,A2V
12,18 Del,Delphinus,20.973877777777776,10.839361111111112,5.51,1.19,238.0,G6III:
13,16 Del,Delphinus,20.927375,12.5685,5.54,1.61,199.0,A4V
14,13 Del,Delphinus,20.796758333333337,6.00825,5.57,-0.42,513.0,A0V
15,θ Del,Delphinus,20.64555,13.315138888888889,5.69,-2.32,1304.0,K3Ib
16,HD 200044,Delphinus,21.007694444444443,19.329722222222223,5.69,-0.62,596.0,M3III
17,HD 193472,Delphinus,20.33338611111111,13.548111111111112,5.96,1.18,294.0,A5m
18,HD 196775,Delphinus,20.651380555555555,15.838222222222223,5.99,-2.01,1299.0,B3V
19,10 Del,Delphinus,20.68783611111111,14.582888888888888,6.01,0.13,488.0,K4III:
20,15 Del,Delphinus,20.82715,12.544888888888888,6.01,3.66,96.0,F5V
21,1 Del,Delphinus,20.504986111111112,10.895916666666666,6.03,-0.17,566.0,A1sh
22,HD 199223,Delphinus,20.927955555555556,4.532694444444444,6.04,0.82,361.0,G6III-IV
23,HD 194012,Delphinus,20.3812,14.551111111111112,6.16,4.07,85.0,F8V
24,HD 193556,Delphinus,20.33903611111111,14.56925,6.17,0.04,550.0,G8III
25,HD 193373,Delphinus,20.324808333333333,13.216805555555556,6.2,-0.73,791.0,M1III
26,HD 194953,Delphinus,20.471324999999997,2.937138888888889,6.2,0.47,456.0,G8III
27,HD 198404,Delphinus,20.833075,5.544555555555555,6.2,0.29,495.0,K0
28,HD 195479,Delphinus,20.51613888888889,20.606,6.21,1.08,346.0,A1m
29,EU Del,Delphinus,20.63186388888889,18.268444444444444,6.22,1.03,356.0,M6III
30,HD 194688,Delphinus,20.43976388888889,17.315583333333333,6.23,-0.75,813.0,G8III
31,HD 194937,Delphinus,20.468755555555553,8.437416666666667,6.23,1.23,326.0,G9III
32,LU Del,Delphinus,20.69948888888889,17.52138888888889,6.24,0.63,432.0,G8III
33,HD 201196,Delphinus,21.126002777777778,15.658805555555556,6.27,1.0,369.0,K2IV
34,HD 194526,Delphinus,20.42891666666667,10.056083333333333,6.32,-0.83,876.0,K5IIIvar
35,14 Del,Delphinus,20.830066666666667,7.864166666666667,6.32,0.32,517.0,A1Vs
36,HD 200430,Delphinus,21.050494444444446,14.730027777777778,6.33,-0.11,633.0,M1III
37,HD 194578,Delphinus,20.433772222222224,13.911666666666667,6.35,-0.64,815.0,K5
38,HD 198070,Delphinus,20.79662777777778,3.3064444444444443,6.38,0.6,467.0,A0Vn
39,HD 196885,Delphinus,20.664402777777777,11.249444444444444,6.39,3.8,108.0,F8IV:
40,HD 195909,Delphinus,20.566644444444446,4.898694444444444,6.42,0.02,622.0,K0
41,HD 197076,Delphinus,20.67918611111111,19.93477777777778,6.43,4.82,68.0,G5V
42,HD 194841,Delphinus,20.453941666666665,20.476499999999998,6.44,-2.09,1655.0,K0
43,HD 194616,Delphinus,20.433652777777777,19.865444444444446,6.45,-0.13,675.0,K0III
44,U Del,Delphinus,20.757841666666668,18.090055555555555,6.74,-1.16,1240.0,M5II-III
45,HD 195019,Delphinus,20.471844444444443,18.7695,6.91,4.05,122.0,G3IV-V
0,γ Dra,Draco,17.94343888888889,51.48894444444444,2.24,-1.04,148.0,K5III
1,η Dra,Draco,16.399863888888888,61.51408333333333,2.73,0.58,88.0,G8III
2,β Dra,Draco,17.507216666666668,52.301361111111106,2.79,-2.43,361.0,G2II
3,δ Dra,Draco,19.209208333333333,67.66130555555556,3.07,0.63,100.0,G9III
4,ζ Dra,Draco,17.146452777777778,65.71463888888889,3.17,-1.92,340.0,B6III
5,ι Dra,Draco,15.415494444444445,58.96602777777778,3.29,0.81,102.0,K2III
6,χ Dra,Draco,18.35065,72.73369444444444,3.55,4.02,26.0,F7Vvar
7,Thuban,Draco,14.073174999999999,64.37580555555554,3.67,-1.21,309.0,A0III SB
8,ξ Dra,Draco,17.892119444444443,56.87244444444445,3.73,1.06,111.0,K2III
9,λ Dra,Draco,11.52341388888889,69.33111111111111,3.82,-1.23,334.0,M0IIIvar
10,ε Dra,Draco,19.802836111111112,70.26783333333333,3.84,0.59,146.0,G8III
11,κ Dra,Draco,12.558066666666667,69.78822222222222,3.85,-2.07,498.0,B6IIIp
12,θ Dra,Draco,16.031583333333334,58.56444444444444,4.01,2.41,68.0,F8IV-V
13,φ Dra,Draco,18.345955555555555,71.33772222222221,4.22,-0.52,289.0,A0p (Si)
14,HD 81817,Draco,9.618152777777778,81.32641666666666,4.28,-3.31,1076.0,K3III
15,τ Dra,Draco,19.25924722222222,73.35522222222221,4.45,1.14,150.0,K3III
16,ρ Dra,Draco,20.046958333333336,67.87344444444444,4.51,-0.97,406.0,K3III
17,ψ1 Dra A,Draco,17.698975,72.1495,4.57,2.85,72.0,F5IV-V
18,CU Dra,Draco,13.857205555555556,64.72327777777778,4.58,-0.82,391.0,M3III
19,π Dra,Draco,19.34446388888889,65.71441666666666,4.6,0.41,225.0,A2IIIs
20,ο Dra,Draco,18.853336111111112,59.38827777777778,4.63,-0.34,322.0,K0II-III SB
21,σ Dra,Draco,19.53905277777778,69.6653888888889,4.67,5.87,19.0,K0V
22,ω Dra,Draco,17.615858333333335,68.75719444444445,4.77,2.92,76.0,F5V
23,45 Dra,Draco,18.542922222222224,57.04561111111111,4.77,-4.96,2885.0,F7Ib
24,42 Dra,Draco,18.433052777777778,65.56355555555555,4.82,-0.12,317.0,K2III
25,υ Dra,Draco,18.906602777777778,71.29708333333333,4.82,-0.3,344.0,K0III
26,18 Dra,Draco,16.681977777777778,64.58908333333333,4.84,-1.76,681.0,K1p
27,HD 151613,Draco,16.754941666666667,56.78169444444444,4.84,2.7,87.0,F2V
28,HD 91190,Draco,10.584886111111112,75.71297222222222,4.86,0.38,257.0,K0III
29,ν2 Dra,Draco,17.537744444444446,55.172805555555556,4.86,2.43,100.0,Am
30,19 Dra,Draco,16.933711111111112,65.13466666666667,4.88,3.99,49.0,F6Vvar
31,ν1 Dra,Draco,17.53622777777778,55.18411111111111,4.89,2.48,99.0,Am...
32,μ Dra A,Draco,17.088938888888887,54.469861111111115,4.91,2.76,88.0,F5
33,HD 175535,Draco,18.887094444444443,50.70827777777778,4.92,-0.15,337.0,G8III
34,15 Dra,Draco,16.466402777777777,68.76805555555555,4.94,-0.95,491.0,A0III
35,6 Dra,Draco,12.578908333333333,70.02177777777777,4.95,-1.17,546.0,K2III
36,CL Dra,Draco,15.963219444444444,54.7495,4.96,2.31,110.0,F0IV
37,39 Dra,Draco,18.39851388888889,58.80058333333333,4.98,1.17,188.0,A3V
38,36 Dra,Draco,18.231488888888887,64.39719444444445,4.99,3.14,77.0,F5V
39,54 Dra,Draco,19.231988888888885,57.70525,5.0,1.52,162.0,K2III
40,CQ Dra,Draco,12.501877777777779,69.20125,5.01,-1.25,581.0,M3IIIa
41,30 Dra,Draco,17.817869444444444,50.78055555555555,5.02,0.9,217.0,A2V
42,35 Dra,Draco,17.82415,76.96227777777779,5.02,2.49,105.0,F6IV-Vs
43,46 Dra,Draco,18.710544444444444,55.53938888888889,5.03,-0.21,364.0,B9.5p...
44,17 Dra,Draco,16.60381388888889,52.92436111111111,5.07,-0.36,397.0,B9V
45,27 Dra,Draco,17.53274722222222,68.13469444444445,5.07,0.95,217.0,K0III
46,59 Dra,Draco,19.152708333333333,76.56080555555555,5.11,2.93,89.0,A9V
47,53 Dra,Draco,19.194588888888887,56.85908333333334,5.13,0.03,341.0,G8III
48,AF Dra,Draco,20.52511111111111,74.95466666666667,5.18,-0.35,417.0,A0p...
49,2 Dra,Draco,11.600727777777777,69.32325,5.19,0.84,242.0,K0III
50,64 Dra,Draco,20.024591666666666,64.821,5.22,-0.97,564.0,M1III
51,8 Dra,Draco,12.9246,65.43855555555555,5.23,2.93,94.0,A5n
52,26 Dra,Draco,17.583125,61.87583333333333,5.23,4.49,46.0,G0V
53,3 Dra,Draco,11.707897222222222,66.74480555555556,5.32,-1.15,643.0,K3III
54,9 Dra,Draco,12.998688888888887,66.59730555555555,5.37,-0.87,577.0,K2III
